ID,Name,Value,Wage
235805,F. Chiesa,€16M,€46K
235374,M. Lazzari,€13M,€15K
235212,A. Hakimi,€12.5M,€49K
232862,S. Nakajima,€14M,€12K
232432,L. Jović,€15.5M,€12K
232244,S. Ascacíbar,€12M,€24K
231691,A. Lafont,€14M,€12K
231281,T. Alexander-Arnold,€14M,€36K
230988,F. Krovinović,€14M,€12K
230431,Sidney Pessinho,€9M,€27K
230360,Everticinho,€7.5M,€29K
230269,Claudio Coíntra,€5M,€30K
230184,Ronaldo Esler,€7.5M,€34K
230020,P. Lees-Melou,€12.5M,€33K
229984,B. Chilwell,€12.5M,€43K
229406,João Novais,€13M,€15K
228881,D. Calabria,€14.5M,€52K
228618,F. Mendy,€13M,€47K
228251,L. Pellegrini,€14M,€51K
227476,Soares,€12M,€17K
226766,Daniel Podence,€14M,€1K
226379,M. Díaz,€6M,€15K
226377,G. Martínez,€13.5M,€25K
226168,M. Eggestein,€14M,€22K
226078,Trezeguet,€13M,€15K
225309,N. Amiri,€14.5M,€27K
225161,Vallejo,€13.5M,€81K
225100,J. Gomez,€14.5M,€61K
224458,Diogo Jota,€15.5M,€56K
224309,Joan Jordán,€13.5M,€22K
224116,Dyego Sousa,€10.5M,€19K
224031,A. Marušić,€12.5M,€46K
223952,David Soria,€9M,€18K
223874,V. Rongier,€14M,€25K
223689,W. Weghorst,€13M,€48K
223627,O. Al Soma,€10.5M,€47K
222994,M. Nakamba,€12M,€20K
222709,Petros,€10M,€43K
221342,Pablo Maffeo,€13M,€24K
220523,Y. Mina,€12.5M,€68K
220407,M. Dúbravka,€8.5M,€39K
219693,Diego Carlos,€10.5M,€25K
217940,D. Djené,€10M,€23K
216816,G. Simeone,€15M,€53K
216700,M. Meza,€12.5M,€23K
216655,Bastos,€10M,€44K
216435,S. Lobotka,€14M,€22K
216393,Y. Tielemans,€16M,€47K
216373,Marcelo Goiano,€7.5M,€15K
216266,K. Tete,€11.5M,€47K
216189,Capa,€10.5M,€23K
216065,M. Sportiello,€9M,€22K
215792,Jemerson,€11M,€55K
215466,N. Maksimović,€11M,€54K
215333,D. Zapata,€12M,€41K
215330,J. Correa,€14M,€42K
215259,E. Rigoni,€13M,€29K
214766,C. Izquierdoz,€8M,€25K
214394,W. Barrios,€12.5M,€20K
214026,J. Mojica,€10.5M,€28K
213732,A. Selikhov,€9.5M,€1K
213655,A. Iwobi,€14M,€81K
213400,D. Laxalt,€12.5M,€76K
213296,N. Bentaleb,€13.5M,€29K
212977,N. Stark,€12M,€24K
212811,M. Lemina,€13.5M,€44K
212501,L. Dendoncker,€12M,€18K
212213,Ricardo Esgaio,€12.5M,€16K
212196,P. Sisto,€14M,€25K
212187,P. Max,€11M,€22K
212153,R. Gagliardini,€11.5M,€46K
211706,Pere Pons,€13.5M,€31K
210935,D. Berardi,€14M,€50K
210665,M. Halstenberg,€10M,€45K
210513,J. Quintero,€12.5M,€15K
209307,Tiago Volpi,€8.5M,€10K
208777,Óliver Torres,€13.5M,€13K
208620,Omar Mascarell,€10.5M,€29K
208520,H. Sakai,€8M,€44K
208450,Andreas Pereira,€14M,€91K
208330,A. Januzaj,€14M,€29K
208268,B. Cristante,€15M,€26K
208104,Matheus,€9.5M,€12K
207948,B. Traoré,€14M,€57K
207791,Y. Poulsen,€13M,€48K
207421,L. Trossard,€14M,€17K
206511,M. Arnold,€13.5M,€40K
206058,M. De Sciglio,€10.5M,€78K
205976,Leo Baptistao,€12.5M,€29K
205943,V. Chiricheş,€8.5M,€57K
205850,L. Pavoletti,€10.5M,€39K
205659,A. Cragno,€10.5M,€21K
205633,L. Castro,€10M,€36K
205431,N. Füllkrug,€12.5M,€38K
205083,F. Fajr,€10M,€28K
204838,R. Jiménez,€12M,€15K
204819,E. Sala,€11M,€31K
204385,S. García,€11M,€20K
204259,S. Arias,€10.5M,€46K
204240,B. Reynet,€8.5M,€24K
203895,Pozuelo,€12M,€19K
203886,A. Trebel,€11.5M,€23K
203487,J. Lascelles,€12M,€39K
203485,T. Kongolo,€12M,€39K
203299,A. Carrillo,€11M,€14K
202935,Álvaro,€9.5M,€32K
202851,G. Defrel,€11M,€64K
202642,Fernando,€11M,€1K
201262,V. Darida,€10.5M,€30K
201046,R. Saponara,€12.5M,€56K
200677,Pedro Mendes,€10M,€26K
200607,C. Schindler,€10M,€48K
200529,N. Chadli,€10.5M,€66K
199986,Arbilla,€7M,€23K
199915,L. Dunk,€11M,€46K
199827,P. Hernández,€9M,€24K
199602,J. Guidetti,€13M,€29K
199577,Sergi Gómez,€11.5M,€17K
199576,Oriol Romeu,€10.5M,€46K
199354,Lucas Pérez,€10.5M,€85K
198648,B. Natcho,€9.5M,€1K
198513,Cláudio Ramos,€9.5M,€6K
197948,F. Lejeune,€10M,€46K
197242,G. Krychowiak,€9.5M,€1K
197225,N. Lodeiro,€10M,€11K
196934,O. Özyakup,€13M,€47K
143001,C. Tévez,€5M,€26K
184477,K. Papadopoulos,€10.5M,€16K
182945,M. Gradel,€10M,€32K
158626,M. Debuchy,€5.5M,€31K
172962,V. Moses,€11M,€105K
173474,Z. Junuzović,€9.5M,€39K
178085,Granero,€9.5M,€30K
189606,J. Baumgartlinger,€7.5M,€53K
171688,Fábio Coentrão,€10M,€13K
158121,B. Costil,€6.5M,€32K
153260,Hilton,€0,€18K
193198,N. Gudelj,€10.5M,€19K
184252,L. Pratto,€10M,€28K
186302,E. Hernández,€10M,€29K
159171,Jurado,€8M,€41K
193476,R. Cabella,€10.5M,€36K
187598,Rafael Tolói,€10M,€27K
174543,C. Bravo,€2.4M,€50K
180432,Hernanes,€6M,€19K
186581,K. Honda,€8M,€12K
187607,A. Dzyuba,€0,€0
182744,J. Holebas,€2.9M,€51K
161754,Javi García,€7M,€23K
163806,Sergio,€6.5M,€19K
182495,M. Cáceres,€7M,€44K
189156,Daniel Carriço,€8M,€18K
169706,J. Cork,€10M,€58K
173546,J. Tomkins,€9M,€53K
180714,Guilherme,€6M,€1K
170733,Gervinho,€9M,€49K
189165,J. Shelvey,€12.5M,€50K
156142,R. Eremenko,€9M,€1K
178415,R. Vormer,€9.5M,€26K
178416,J. Lens,€10M,€50K
164082,Adriano,€4M,€45K
193011,S. Cook,€8.5M,€58K
150516,L. Podolski,€6.5M,€11K
173306,C. Ansaldi,€7M,€54K
172287,Manu García,€6M,€24K
184575,R. Alessandrini,€10M,€11K
205569,J. Ward-Prowse,€12M,€41K
177666,M. Harnik,€8M,€31K
185090,B. Moukandjo,€9M,€25K
229636,G. Pereiro,€12M,€15K
167431,G. Castro,€7.5M,€34K
236295,Aarón Martín,€11M,€18K
177159,F. Johnson,€8.5M,€29K
215051,L. López,€7M,€13K
183820,M. Dossevi,€8.5M,€30K
189196,Caiuby,€8.5M,€27K
208141,Gabriel,€11.5M,€11K
146701,Iván Ramis,€3.6M,€22K
181262,M. Suchý,€6.5M,€26K
203535,T. Vilhena,€11.5M,€13K
199952,E. Çolak,€9.5M,€27K
203280,V. Germain,€9M,€49K
156432,G. Hoarau,€4.7M,€26K
135697,Sergio García,€4.1M,€23K
183569,E. Choupo-Moting,€9M,€75K
146963,J. Pinola,€2.1M,€16K
212755,J. Hendrix,€10M,€13K
219411,J. Izquierdo,€10.5M,€45K
220948,S. Sydorchuk,€10M,€1K
187924,C. Grenier,€10M,€32K
207894,T. Strobl,€7M,€27K
175895,V. Odjidja-Ofoe,€8.5M,€24K
176919,N. Guzmán,€5M,€38K
214040,F. Fabra,€8M,€22K
220697,J. Maddison,€13M,€45K
162329,K. El Ahmadi,€3.6M,€35K
184089,M. Carcela-González,€8.5M,€19K
198683,M. Gabbiadini,€10.5M,€51K
135451,Gomes,€600K,€25K
186395,M. Ritchie,€9M,€49K
188955,G. Bou,€9M,€26K
146460,Javi Fuego,€2.7M,€28K
230685,E. Akbaba,€11M,€51K
219681,J. Amavi,€10M,€34K
231969,R. Malinovskyi,€11.5M,€17K
186146,D. Welbeck,€9.5M,€95K
221219,G. Conti,€10.5M,€10K
200228,Bruno,€8M,€23K
210212,Garry Rodrigues,€9.5M,€53K
202789,A. Schwolow,€7M,€19K
224294,L. Cook,€12.5M,€44K
215079,P. Pérez,€6.5M,€24K
230183,Gazzolisco,€6.5M,€26K
110376,Jonatan Soriano,€7M,€23K
211241,Rubén Peña,€8.5M,€22K
185132,Mikel San José,€8.5M,€25K
190765,P. Groß,€10M,€47K
163631,L. Baines,€3.4M,€74K
183855,A. Ogbonna,€6.5M,€65K
200752,Juan Jesus,€7.5M,€51K
196144,J. Martínez,€8M,€22K
221491,N. Elvedi,€11M,€19K
196147,G. Moreno,€7M,€17K
157492,J. Valdivia,€4.5M,€10K
182836,A. Carroll,€9M,€80K
204341,Luís Neto,€0,€0
142902,A. Pyatov,€3.6M,€1K
196150,T. Gutiérrez,€5.5M,€6K
227127,Álex Remiro,€9M,€15K
199737,Wilson Eduardo,€9.5M,€17K
223033,Jorge Meré,€10.5M,€15K
213051,M. Elneny,€9M,€76K
214332,D. Torres,€7M,€24K
209981,Y. Bounou,€7.5M,€22K
189757,A. Prijović,€9M,€1K
215871,A. Jahanbakhsh,€11.5M,€41K
219455,J. Calleri,€12M,€24K
230463,Simão Acunha,€8.5M,€35K
183871,N. Müller,€8.5M,€34K
205632,L. Ocampos,€12M,€38K
169792,J. Rodriguez,€9M,€41K
162369,V. Ibišević,€5.5M,€31K
189250,S. Rondón,€9M,€41K
189506,Victor Sánchez,€6.5M,€26K
203843,D. Suárez,€6.5M,€22K
148803,K. Huntelaar,€4.7M,€20K
216643,L. Dubois,€10.5M,€44K
193862,André Pinto,€7M,€14K
204105,K. Lala,€8.5M,€19K
186953,O. Kıvrak,€5.5M,€24K
192073,A. Bertolacci,€9M,€75K
192841,E. Giaccherini,€5.5M,€20K
220746,A. Živković,€12.5M,€11K
226378,R. Ábila,€9M,€27K
178250,P. Diop,€5M,€22K
206411,D. Garmash,€9M,€1K
202316,T. Chandler,€7M,€33K
140620,R. Klavan,€5M,€30K
214092,A. Miranchuk,€12M,€1K
179789,D. Da Silva,€6.5M,€30K
115533,D. Benaglio,€3.6M,€44K
191053,T. Rincón,€8M,€42K
182862,M. Pereira,€2.5M,€13K
190799,C. Borges,€6.5M,€24K
152912,J. Sand,€3.2M,€3K
155984,Markel Bergara,€5M,€22K
137809,Vágner Love,€4.7M,€50K
214097,B. Bourigeaud,€11.5M,€28K
193361,R. Soriano,€9.5M,€31K
223058,D. Kuzyaev,€0,€0
152916,R. Sambueza,€4.5M,€26K
194644,Montoya,€8M,€43K
185174,A. Poli,€9M,€34K
195671,C. Austin,€9M,€53K
201049,L. Tonelli,€8.5M,€53K
153177,M. Zárate,€8M,€26K
233049,J. Sancho,€14.5M,€22K
167514,D. Basta,€3.4M,€41K
207707,Marçal,€6.5M,€54K
220253,Munir,€12.5M,€115K
183389,G. Sio,€0,€0
188253,J. McCarthy,€7.5M,€74K
192350,J. Aquino,€9M,€54K
193887,H. Pérez,€8.5M,€29K
140384,Jô,€8M,€11K
176994,R. Gurtner,€5.5M,€15K
182882,C. Sánchez,€5M,€65K
183394,M. Sissoko,€9M,€79K
229476,W. Anton,€11M,€22K
225126,E. Skhiri,€10M,€21K
215399,Rúben Vezo,€10.5M,€26K
154472,Jorge Molina,€3.2M,€20K
181098,M. Hasebe,€2.7M,€31K
193130,A. Schürrle,€9.5M,€47K
185195,O. Ighalo,€9M,€16K
188268,L. Acosta,€8.5M,€22K
188524,V. Babacan,€7M,€21K
223597,R. Aguilar,€9.5M,€23K
227950,Yeray,€10.5M,€19K
50542,J. Defoe,€4.1M,€49K
172143,L. Schøne,€6.5M,€19K
235889,C. Ünder,€14.5M,€46K
208498,M. Dabbur,€11M,€40K
183666,Roberto,€5M,€21K
205427,Djaniny,€10.5M,€42K
216437,Wallace,€10M,€35K
200054,Pedro Obiang,€9M,€65K
206198,D. Heintz,€9M,€20K
226166,N. Mukiele,€12M,€30K
157304,T. Vermaelen,€5M,€110K
168312,I. Abate,€6M,€68K
212602,Diego Llorente,€10.5M,€22K
192123,C. Wood,€10.5M,€56K
230524,Formosandrinho,€9.5M,€26K
213629,E. Pulgar,€10M,€26K
187517,V. Vasin,€7M,€1K
212096,V. Grifo,€11M,€33K
143745,A. Turan,€7.5M,€120K
170370,J. dos Santos,€9M,€10K
183426,D. Schwaab,€7M,€16K
188802,M. Schmelzer,€6.5M,€43K
202884,L. Spinazzola,€11M,€80K
189060,A. Dragović,€7.5M,€50K
193158,D. Pröpper,€10.5M,€47K
199559,R. Inglese,€10.5M,€60K
201095,A. Marchesín,€5.5M,€43K
212616,R. De Paul,€12M,€27K
158856,C. Gentner,€6.5M,€34K
172937,G. Murray,€4.7M,€51K
188041,Rafael Carioca,€8.5M,€54K
189324,A. McCarthy,€7M,€37K
191628,L. Chichizola,€7M,€19K
229261,D. Zakaria,€13M,€21K
229773,G. Dzhikiya,€10.5M,€1K
212878,N. Castillo,€12M,€14K
213135,D. Origi,€12M,€83K
205201,O. Yokuşlu,€10.5M,€19K
206225,D. Cheryshev,€9.5M,€31K
212626,D. Selke,€12.5M,€27K
216466,Wendell,€9.5M,€43K
178322,M. Layún,€6.5M,€28K
215699,Y. Sabaly,€9M,€35K
237715,P. Cutrone,€16M,€62K
139668,F. Marchetti,€2.1M,€9K
212886,W. Cyprien,€12.5M,€28K
165526,G. Paletta,€5M,€20K
175254,F. Caicedo,€9M,€51K
199575,Jordi Masip,€6M,€17K
186521,B. Espinosa,€7M,€29K
211354,M. Benassi,€11.5M,€45K
53914,P. Jagielka,€2.1M,€53K
190875,J. Kucka,€7.5M,€32K
201884,R. Brady,€10.5M,€52K
210333,A. Szymanowski,€8.5M,€31K
176285,W. Reid,€7M,€68K
201118,Cédric,€8.5M,€43K
152993,R. Civelli,€2.7M,€16K
213666,R. Loftus-Cheek,€13M,€76K
182179,S. De Maio,€6M,€30K
134820,S. Brown,€3.6M,€47K
215716,A. Mitrović,€12M,€52K
152996,P. Skjelbred,€6M,€26K
152997,D. Cvitanich,€4.7M,€19K
224933,K. Lasagna,€11.5M,€29K
152999,R. Palacio,€3.2M,€27K
224425,M. Wolf,€12M,€41K
200875,E. Gigliotti,€8M,€24K
199852,N. Jørgensen,€10.5M,€17K
194222,Laguardia,€8M,€24K
207537,J. Lukaku,€11.5M,€39K
225713,J. Augustin,€13.5M,€39K
230578,M. Diakhaby,€11M,€22K
187570,Douglas,€2.1M,€6K
193714,N. Pejčinović,€6.5M,€13K
221363,D. van de Beek,€12.5M,€14K
224179,Borja Iglesias,€12M,€29K
232883,G. Shibasaki,€11M,€24K
206516,W. Hughes,€12.5M,€45K
211381,S. Boufal,€11.5M,€41K
226229,T. Kehrer,€11M,€43K
184501,M. Lang,€8M,€26K
220854,E. Gutiérrez,€13M,€15K
229558,D. Upamecano,€13M,€18K
188086,Jefferson,€6.5M,€14K
215223,W. Benítez,€8M,€23K
237239,E. Bardhi,€12M,€22K
198584,K. Mbodji,€7M,€21K
204472,B. Sarr,€9M,€40K
213432,F. Ferreyra,€10.5M,€14K
166072,Danilo,€2.7M,€26K
176571,A. Ayew,€9M,€35K
183483,K. Mitroglou,€8.5M,€47K
156092,J. Villar,€0,€0
198077,P. Herrmann,€9.5M,€29K
202429,D. da Costa,€9M,€27K
203965,V. Fischer,€12M,€20K
232381,Wesley,€13.5M,€20K
192445,D. Ginczek,€10.5M,€46K
208574,F. Kostić,€10.5M,€16K
207807,R. Fraser,€11.5M,€52K
190143,Cote,€7M,€23K
222400,H. Winks,€13M,€66K
210625,K. Mbabu,€10M,€19K
201922,M. Hinteregger,€9.5M,€23K
221634,L. Acosta,€11M,€8K
225474,Sidcley,€9M,€1K
183491,M. Jørgensen,€8.5M,€45K
186307,M. Fabián,€9M,€36K
192708,Carlos Eduardo,€9M,€41K
115909,Rubén Castro,€3.2M,€11K
212678,L. Augustinsson,€10M,€22K
189127,S. Aziz,€8.5M,€48K
140233,G. Ochoa,€5M,€13K
172233,P. Hetemaj,€7.5M,€19K
199626,André André,€9M,€13K
238794,Vinícius Júnior,€17.5M,€66K
138699,B. Džemaili,€6.5M,€33K
192715,Juanpe,€8.5M,€27K
203980,K. Fortounis,€11M,€1K
137677,M. Vorm,€3.6M,€56K
189390,B. Oczipka,€6.5M,€30K
227535,R. Bentancur,€15.5M,€62K
232656,T. Hernández,€11M,€76K
199633,M. Lowton,€6.5M,€50K
231633,I. Diop,€12M,€46K
190674,B. André,€9M,€32K
201939,C. Piccini,€9M,€29K
216531,Paulinho,€11M,€16K
230613,A. Diawara,€14M,€41K
183512,Yuri Berchiche,€7M,€23K
212442,José Sá,€8.5M,€1K
224218,F. Kamano,€12M,€39K
216796,F. Cartabia,€11M,€12K
223197,E. Ünal,€12.5M,€26K
186589,I. Radovanović,€7M,€18K
194781,Renan Ribeiro,€7M,€11K
222943,Jony,€9.5M,€12K
170719,D. Buonanotte,€8.5M,€12K
198368,Tomás Pina,€8M,€25K
199393,N. Pallois,€6.5M,€25K
189410,D. Latza,€9M,€30K
143587,F. Belluschi,€4.5M,€22K
245221,O. Abdulrahman,€10.5M,€39K
173030,O. Trejo,€8.5M,€21K
224232,N. Barella,€15.5M,€24K
220651,Angeliño,€10.5M,€11K
230379,Vieirundinho,€6.5M,€18K
192492,F. Orellana,€7M,€24K
228336,F. Grillitsch,€11.5M,€30K
198129,C. Ortíz,€7M,€43K
234226,Bruno Viana,€10.5M,€12K
172018,J. Maidana,€5M,€22K
199667,R. Funes Mori,€8.5M,€28K
212212,D. Kohr,€10M,€43K
167669,F. Higuaín,€5.5M,€10K
236791,A. Barák,€12.5M,€24K
225018,F. Andone,€11.5M,€49K
173818,Adrián,€8.5M,€16K
208379,G. González,€6.5M,€30K
222715,Otávio,€10M,€32K
188155,D. Janmaat,€7M,€50K
198140,R. Funes Mori,€10.5M,€49K
234236,P. Schick,€14M,€53K
202493,Aleix Vidal,€7M,€17K
220925,A. Schöpf,€12M,€27K
202750,W. Boly,€9M,€58K
205566,Alberto Moreno,€9M,€76K
188414,C. Villanueva,€7M,€39K
206591,M. Weiser,€10M,€43K
219391,G. Escalante,€10M,€21K
225024,M. Holgate,€9M,€50K
190209,J. Hopf,€4.7M,€17K
172290,D. Zurutuza,€6.5M,€26K
197891,Juanmi,€9.5M,€27K
186115,K. Gibbs,€6M,€32K
201988,F. Fernández,€6M,€42K
220932,L. Kalinić,€6.5M,€17K
225028,N. Radoja,€10M,€22K
200197,N. Blandi,€8M,€23K
202501,David Juncà,€8.5M,€18K
221445,Wu Lei,€9M,€19K
221701,Gabriel Boschilia,€10.5M,€48K
212230,Iuri Medeiros,€10M,€12K
188166,M. Phillips,€8M,€34K
146952,Iván Cuéllar,€3.1M,€21K
172553,J. Lössl,€5M,€34K
171018,Mario Suárez,€6.5M,€16K
189963,W. Bony,€7.5M,€32K
188428,S. Doumbia,€7.5M,€31K
192012,D. Reyes,€8.5M,€48K
205069,Bernat,€7.5M,€54K
161805,V. Behrami,€3.1M,€24K
183568,S. Langkamp,€5.5M,€24K
143121,J. Sosa,€4.5M,€30K
210450,A. Touré,€8M,€20K
202515,Jesé,€9.5M,€59K
195859,D. Ings,€9.5M,€85K
200212,M. Esser,€4.9M,€24K
213013,F. Acheampong,€10.5M,€16K
203030,R. Knoche,€8M,€36K
211990,O. Vlachodimos,€8M,€7K
220182,J. Denayer,€9.5M,€41K
200215,S. Rode,€7.5M,€40K
238359,Wendel,€12.5M,€10K
230936,A. Nagy,€9.5M,€24K
239641,Alfa Semedo,€10.5M,€8K
186905,A. Barnes,€8M,€55K
184858,Alan Kardec,€7.5M,€13K
205340,Marcelo,€6M,€13K
224540,E. Boateng,€10.5M,€22K
229148,Dalbert,€8.5M,€41K
216349,A. Halilović,€11M,€61K
185373,I. Popov,€7.5M,€1K
189725,T. Cleverley,€7.5M,€51K
205855,M. Livaja,€10M,€1K
214047,M. Uribe,€8.5M,€54K
193311,P. Bargfrede,€6M,€25K
226592,J. Jankto,€11.5M,€23K
241184,Junior Firpo,€8.5M,€15K
198946,D. D'Ambrosio,€6M,€50K
232226,D. Boyko,€4.9M,€1K
176930,M. Díaz,€5M,€19K
179746,S. Vokes,€8M,€55K
196899,Héldon,€7.5M,€23K
229668,Mario Hermoso,€10M,€21K
183332,F. Bartels,€7M,€27K
198949,K. Malcuit,€7.5M,€47K
235813,R. Marin,€10.5M,€15K
215590,Ayoze Pérez,€10.5M,€42K
243238,Júnior Moraes,€7M,€1K
191783,V. Berisha,€9.5M,€40K
202024,R. Freuler,€9M,€26K
187688,Ganso,€8M,€17K
199977,Vicente Gómez,€7.5M,€12K
223273,M. Pašalić,€10.5M,€71K
226601,Vitor Hugo,€7.5M,€45K
189225,B. Fornaroli,€7.5M,€15K
155946,R. Snodgrass,€7.5M,€66K
228650,Francisco Geraldes,€11M,€12K
224811,I. Ordets,€8.5M,€1K
189484,D. Santon,€6.5M,€47K
204077,M. Niang,€10.5M,€37K
144429,O. Wendt,€4.3M,€24K
174381,C. Riveros,€0,€0
244269,F. Benković,€10.5M,€37K
196142,M. Torres,€4.7M,€4K
152879,M. Noble,€6.5M,€66K
229167,M. Rashica,€11M,€25K
184111,C. Benteke,€8M,€53K
193839,Rômulo,€6.5M,€17K
196143,D. Pabón,€7.5M,€46K
219953,Embarba,€9M,€20K
204338,C. Kerbrat,€5M,€21K
201013,L. Teodorczyk,€9M,€28K
230197,Alexo Baia,€5.5M,€25K
230453,David Seijalbo,€2.3M,€25K
230965,N. Nández,€11.5M,€20K
246069,L. Rupp,€8M,€32K
198198,Jordi Amat,€8.5M,€18K
139062,W. Caballero,€1M,€39K
213814,F. Di Francesco,€10M,€44K
187702,O. El Kaddouri,€8M,€1K
207928,T. Rogić,€9.5M,€46K
191032,G. Töre,€9M,€43K
193338,M. Destro,€8M,€33K
199739,Josué,€8M,€19K
14907,A. Bizzarri,€525K,€2K
180283,Ki Sung Yueng,€7.5M,€46K
234045,H. Onyekuru,€12.5M,€56K
226110,N. Pépé,€11.5M,€26K
228414,Matheus Pereira,€11M,€12K
190014,Y. Salibur,€8M,€23K
206655,E. Vargas,€8M,€55K
211263,L. Magallán,€9.5M,€18K
20800,Danny,€3.9M,€12K
208449,C. Hérelle,€8.5M,€26K
190531,E. Mangala,€7.5M,€84K
204612,O. Selnæs,€8.5M,€24K
189508,Víctor Vázquez,€6.5M,€9K
199493,Diego Mariño,€6M,€9K
200517,Carles Planas,€7M,€26K
211269,G. Fernández,€9M,€21K
146758,Soldado,€4.8M,€61K
181318,A. Ekdal,€7.5M,€34K
234568,Gedson Fernandes,€12M,€6K
184392,M. Darmian,€6M,€88K
205897,N. Chalobah,€8.5M,€38K
210761,R. Pizarro,€10.5M,€37K
224075,André Simões,€7.5M,€1K
183883,S. Tshabalala,€4.7M,€16K
185163,L. Rossettini,€3.1M,€16K
202828,F. Viviani,€9.5M,€15K
208461,M. de Roon,€8M,€26K
226637,Rubén Duarte,€8.5M,€18K
191565,Y. Ōsako,€8M,€30K
193869,Gil,€5M,€18K
213582,A. Ruiz,€10M,€13K
186190,P. van Aanholt,€6.5M,€44K
205391,S. Meïté,€8M,€31K
228687,K. Dolberg,€12M,€15K
230224,Juli Freitinho,€5.5M,€13K
207441,L. Vietto,€10M,€42K
216145,A. Izzo,€8.5M,€36K
186961,A. Paloschi,€8M,€17K
143699,G. Gönül,€3M,€40K
162131,Llorente,€4.8M,€76K
139860,J. Morel,€2.3M,€48K
186197,G. Kakuta,€8M,€20K
199254,João Pedro,€9.5M,€30K
200278,S. García,€6M,€23K
230230,Eltildo Correia,€6.5M,€30K
215639,Kenedy,€11.5M,€71K
183895,M. Moralez,€7M,€9K
221016,N. Vukčević,€8M,€21K
186200,F. Borini,€8M,€76K
235353,I. Sarr,€13.5M,€22K
183129,C. Clark,€7M,€42K
223578,Mata,€7.5M,€25K
183130,M. Albrighton,€8M,€60K
194138,A. Gray,€9M,€53K
169051,F. Guarín,€6M,€16K
185181,Yoel,€5M,€18K
214110,J. Cuadrado,€3.9M,€3K
216158,S. Widmer,€7.5M,€23K
182879,B. Dzsudzsák,€0,€0
208224,P. Mantalos,€9M,€1K
47201,S. Proto,€1.8M,€20K
188770,A. Mehmedi,€8M,€40K
201315,Pablo,€7.5M,€34K
217699,I. Slimani,€7.5M,€62K
171875,C. Erkin,€6M,€41K
176483,D. Chygrynskyi,€5M,€1K
182629,Beto,€1M,€12K
208230,A. Samaris,€6M,€12K
211302,G. Lapadula,€8M,€20K
230502,Dênildo Stein,€7.5M,€30K
192358,S. Padt,€6.5M,€8K
198760,S. Taïder,€8M,€30K
202088,F. Klaus,€9M,€38K
182888,H. Nordtveit,€7M,€31K
210538,L. Zuffi,€7M,€25K
230250,Emilio Piodão,€6.5M,€13K
190059,S. Zuber,€7.5M,€29K
217196,J. Palomino,€7.5M,€25K
228717,Y. Mutō,€10M,€46K
